state,rcp,year,mean_temp,1971-2000,1981-2010,1991-2020
US.MN,a1b,1923,277.71695223721593,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1924,279.01107510653407,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1925,279.02592329545456,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1926,277.53568892045456,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1927,277.3392223011364,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1928,277.77614524147725,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1929,279.38523171164775,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1930,277.48111239346593,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1931,277.00545987215907,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1932,279.99074485085225,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1933,276.84279563210225,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1934,277.43583540482956,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1935,277.83871182528407,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1936,279.93845436789775,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1937,278.5831853693182,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1938,279.88916015625,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1939,279.27290482954544,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1940,277.7008611505682,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1941,277.66941139914775,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1942,276.01382723721593,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1943,279.6033380681818,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1944,277.8563343394886,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1945,276.69453568892044,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1946,277.849609375,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1947,278.12451171875,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1948,278.57608309659093,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1949,277.2501109730114,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1950,277.78005149147725,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1951,276.94742098721593,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1952,277.712158203125,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1953,278.1058238636364,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1954,278.39794921875,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1955,277.4065607244318,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1956,276.63998135653407,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1957,277.08567116477275,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1958,279.930419921875,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1959,277.01396040482956,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1960,277.390380859375,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1961,278.49136629971593,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1962,277.30830522017044,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1963,276.04658647017044,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1964,277.44187233664775,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1965,276.73197798295456,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1966,276.20743075284093,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1967,276.73599520596593,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1968,277.1153675426136,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1969,276.42826704545456,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1970,278.3951526988636,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1971,275.75541548295456,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1972,276.3536931818182,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1973,275.1776012073864,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1974,277.13234641335225,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1975,277.35200639204544,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1976,276.8258611505682,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1977,278.8106134588068,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1978,278.77401455965907,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1979,276.55923739346593,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1980,279.90234375,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1981,276.79543235085225,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1982,279.52707741477275,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1983,279.77541281960225,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1984,280.63760653409093,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1985,278.9451793323864,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1986,276.84268465909093,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1987,278.35402610085225,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1988,277.0745960582386,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1989,278.82217684659093,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1990,276.12375710227275,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1991,279.0576171875,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1992,278.52494673295456,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1993,277.23282137784093,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1994,277.78564453125,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1995,278.685546875,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1996,278.28391335227275,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1997,279.61612215909093,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1998,277.21175870028407,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,1999,277.84645774147725,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2000,278.72607421875,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2001,278.3243963068182,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2002,276.14792702414775,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2003,278.11811967329544,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2004,278.4702814275568,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2005,278.81791548295456,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2006,278.51340553977275,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2007,280.63363370028407,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2008,280.3111017400568,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2009,279.7280939275568,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2010,279.47365500710225,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2011,280.2982732599432,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2012,279.78346946022725,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2013,280.06886985085225,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2014,278.10555752840907,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2015,279.26027610085225,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2016,278.92429421164775,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2017,279.21413352272725,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2018,278.94540127840907,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2019,279.8739124644886,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2020,280.7806951349432,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2021,279.76950905539775,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2022,280.1390491832386,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2023,281.20419034090907,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2024,283.81245561079544,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2025,279.41506125710225,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2026,278.6886541193182,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2027,280.9661310369318,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2028,281.337646484375,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2029,279.6038929332386,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2030,280.16037819602275,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2031,280.3992365056818,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2032,280.7520862926136,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2033,279.60788796164775,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2034,282.4474431818182,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2035,281.2020374644886,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2036,281.7088068181818,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2037,282.31869229403407,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2038,281.4327503551136,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2039,280.0204412286932,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2040,281.55277876420456,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2041,281.19742098721593,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2042,281.25612571022725,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2043,281.3665216619318,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2044,280.9038751775568,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2045,282.5919300426136,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2046,281.7837579900568,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2047,282.18386008522725,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2048,281.05697354403407,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2049,281.9252263849432,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2050,282.01094193892044,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2051,280.29099343039775,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2052,284.294189453125,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2053,281.52958540482956,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2054,281.7777654474432,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2055,282.4520152698864,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2056,282.8841663707386,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2057,282.6704767400568,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2058,283.713623046875,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2059,284.0523792613636,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2060,283.4186345880682,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2061,283.8812810724432,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2062,283.53369140625,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2063,283.48896928267044,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2064,283.15696022727275,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2065,283.2992054332386,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2066,283.62442294034093,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2067,282.24991122159093,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2068,284.6482599431818,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2069,283.97856001420456,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2070,283.96803977272725,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2071,282.27310458096593,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2072,284.25483842329544,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2073,283.5662286931818,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2074,285.3792835582386,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2075,283.9737437855114,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2076,284.1840154474432,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2077,284.11161665482956,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2078,285.2826038707386,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2079,284.4002796519886,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2080,283.65229936079544,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2081,285.15305397727275,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2082,285.49991122159093,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2083,285.4589177911932,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2084,283.96848366477275,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2085,285.2022594105114,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2086,284.178955078125,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2087,285.74880149147725,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2088,285.51143022017044,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2089,285.6953125,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2090,285.0489612926136,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2091,284.16208718039775,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2092,285.8116566051136,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2093,285.9365234375,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2094,284.77876420454544,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2095,286.5284534801136,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2096,284.41450639204544,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2097,284.29536576704544,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2098,284.8951305042614,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,a1b,2099,285.04121537642044,277.9504024621212,278.48025568181816,278.89214015151515
US.MN,e1,1860,277.32242098721593,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1861,278.56099076704544,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1862,276.617431640625,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1863,278.42653586647725,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1864,277.35140713778407,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1865,278.17440518465907,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1866,278.7273615056818,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1867,278.24245383522725,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1868,277.67629172585225,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1869,279.13405539772725,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1870,277.68326083096593,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1871,277.56882546164775,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1872,279.48310990767044,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1873,277.17158647017044,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1874,277.48239968039775,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1875,277.4464000355114,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1876,277.61601118607956,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1877,278.88192471590907,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1878,277.0374866832386,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1879,275.85311612215907,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1880,278.95998313210225,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1881,278.52028586647725,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1882,278.9935857599432,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1883,279.4849298650568,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1884,279.351806640625,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1885,279.01509232954544,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1886,279.5848499644886,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1887,280.56105735085225,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1888,281.31980202414775,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1889,276.26748934659093,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1890,276.8866521661932,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1891,279.6309925426136,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1892,277.91499467329544,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1893,279.19404740767044,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1894,278.3783513849432,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1895,279.69482421875,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1896,276.9039417613636,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1897,277.95907315340907,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1898,278.90163352272725,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1899,278.30320046164775,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1900,279.32626065340907,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1901,278.6517444957386,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1902,279.26145241477275,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1903,278.74338600852275,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1904,278.3875843394886,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1905,276.74331942471593,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1906,278.05180220170456,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1907,279.0636097301136,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1908,279.2367054332386,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1909,277.67646928267044,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1910,277.74129971590907,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1911,278.8942205255682,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1912,278.97445401278407,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1913,279.9605601917614,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1914,278.04196999289775,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1915,276.44082919034093,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1916,276.61518998579544,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1917,276.983154296875,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1918,276.4865056818182,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1919,277.51125266335225,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1920,279.185791015625,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1921,278.7659801136364,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1922,278.1155894886364,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1923,277.71695223721593,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1924,279.01107510653407,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1925,279.02592329545456,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1926,277.53568892045456,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1927,277.3392223011364,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1928,277.77614524147725,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1929,279.38523171164775,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1930,277.48111239346593,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1931,277.00545987215907,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1932,279.99074485085225,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1933,276.84279563210225,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1934,277.43583540482956,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1935,277.83871182528407,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1936,279.93845436789775,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1937,278.5831853693182,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1938,279.88916015625,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1939,279.27290482954544,277.9461647727273,278.37388731060605,278.688896780303
US.MN,e1,1940,277.7008611505682,277.9461647727273,278.37388731060605,278.688896780303
